cnum,cl_ava_2,cl_freq_2,cl_ava_3,cl_freq_3,cl_ava_4,cl_freq_4,cl_ava_5,cl_freq_5,cl_ava_6,cl_freq_6,cl_ava_7,cl_freq_7,cl_ava_8,cl_freq_8,cl_ava_9,cl_freq_9,cl_ava_10,cl_freq_10,cl_ava_11,cl_freq_11,cl_ava_12,cl_freq_12,cl_ava_13,cl_freq_13,cl_ava_14,cl_freq_14,com_ava_2,com_freq_2,com_ava_3,com_freq_3,com_ava_4,com_freq_4,com_ava_5,com_freq_5,com_ava_6,com_freq_6,com_ava_7,com_freq_7,com_ava_8,com_freq_8,com_ava_9,com_freq_9,com_ava_10,com_freq_10,com_ava_11,com_freq_11,com_ava_12,com_freq_12,com_ava_13,com_freq_13,com_ava_14,com_freq_14
EL95VY,0.0,0.0,981.0,2.0,1444.0,1.0,845.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072.0,1.0,0.0,0.0,1870.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,402.45,3.0,367.144,5.0,189.60714285714286,7.0,250.19,2.0,600.97,1.0,0.0,0.0,0.0,0.0,577.49,3.0,805.89,2.0,836.48,2.0,1356.22,4.0
ELOBF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,1.0,1243.6666666666667,3.0,0.0,0.0,0.0,0.0,1070.0,1.0,0.0,0.0,0.0,0.0,834.0,1.0,0.0,0.0,0.0,0.0,173.11599999999999,5.0,254.88875000000002,8.0,349.6816666666667,6.0,263.33444444444444,9.0,668.4275,4.0,362.892,5.0,187.75,2.0,1431.7,1.0,0.0,0.0,225.84,1.0,439.16,3.0,453.4066666666667,3.0
ELJ0ZZ,272.0,2.0,2232.0,1.0,0.0,0.0,0.0,0.0,2948.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1004.0,1.0,0.0,0.0,486.0,1.0,0.0,0.0,0.0,0.0,779.8918181818182,11.0,513.17,14.0,615.1281818181817,11.0,443.9184615384616,13.0,442.19214285714276,14.0,137.99,1.0,857.9124999999999,4.0,1036.46,4.0,467.024,10.0,614.5216666666668,12.0,592.9475000000001,12.0,685.0830000000001,10.0,771.9221428571428,14.0
EL9N24,0.0,0.0,0.0,0.0,0.0,0.0,824.0,1.0,835.0,1.0,0.0,0.0,0.0,0.0,3728.0,1.0,2345.0,1.0,0.0,0.0,571.0,1.0,0.0,0.0,1494.0,1.0,0.0,0.0,184.5,2.0,271.49,4.0,299.91499999999996,2.0,169.036,5.0,491.4,4.0,843.595,2.0,692.14,2.0,656.77,3.0,583.4966666666667,3.0,635.19,1.0,354.22,2.0,172.51333333333332,3.0
E4A60B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2073.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,1.0,241.0,1.0,807.0,1.0,703.0,1.0,1192.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1.0,1039.8,1.0,745.3525,4.0,675.616,5.0,1305.89,2.0
ELZ2ZT,512.5,2.0,459.0,2.0,0.0,0.0,447.0,1.0,0.0,0.0,531.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.575,2.0,203.65333333333334,3.0,0.0,0.0,785.145,4.0,435.26,1.0,159.8,1.0,289.51,1.0,495.5,1.0,0.0,0.0,0.0,0.0,233.72,1.0,0.0,0.0,731.65,2.0
EL9HZQ,4571.0,2.0,3778.0,1.0,0.0,0.0,0.0,0.0,3778.0,1.0,2007.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5540.0,1.0,0.0,0.0,786.72,1.0,1604.28,2.0,1463.14,1.0,0.0,0.0,4318.1,1.0,1689.65,1.0,0.0,0.0,4169.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1399.87,1.0,0.0,0.0
E4CR1T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982.0,1.0,852.0,1.0,0.0,0.0,1607.5,2.0,0.0,0.0,0.0,0.0,532.5,2.0,589.3275,8.0,443.5708333333334,12.0,0.0,0.0,1004.18,4.0,506.4225,4.0,328.515,6.0,561.066,5.0,262.31875,8.0,578.165,6.0,284.2625,4.0,401.7542857142857,7.0,652.9716666666667,6.0,859.6433333333334,3.0
ELLCQH,0.0,0.0,0.0,0.0,0.0,0.0,1781.0,1.0,0.0,0.0,2998.0,1.0,0.0,0.0,1602.0,1.0,0.0,0.0,0.0,0.0,535.0,1.0,445.0,1.0,3858.0,1.0,125.9,1.0,0.0,0.0,250.24,4.0,286.0,1.0,590.0,1.0,589.9549999999999,4.0,143.0,1.0,712.0,2.0,366.91,3.0,161.8814285714286,7.0,211.945,4.0,638.7066666666667,3.0,1039.455,2.0
E4URAV,0.0,0.0,949.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1362.25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.99399999999997,5.0,407.87,4.0,143.0,1.0,0.0,0.0,0.0,0.0,733.6633333333334,6.0,619.9042857142857,7.0,353.5728571428572,7.0,887.73,3.0,1114.6075,4.0,0.0,0.0,374.7920000000001,15.0,473.42,3.0
ELGO2U,918.0,1.0,1276.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,486.93,1.0,375.6,2.0,10158.98,1.0,1727.0,5.0,0.0,0.0,523.13,1.0,622.55,1.0,320.97,1.0,0.0,0.0,440.8,1.0,185.97,1.0,0.0,0.0,0.0,0.0
KDSCCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,2.0,0.0,0.0,236.0,1.0,99.0,1.0,0.0,0.0,99.0,1.0,0.0,0.0,63.0,1.0,0.0,0.0,350.4723076923077,13.0,407.6408333333332,12.0,322.7523076923076,13.0,280.74555555555554,9.0,226.62149999999997,20.0,290.962,10.0,289.70449999999994,20.0,328.25230769230774,13.0,306.2658333333333,12.0,328.3841176470588,17.0,350.7375,12.0,272.7730769230769,13.0,156.78538461538463,13.0
RMRKIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2731.0,1.0,928.0,2.0,592.0,1.0,2519.0,1.0,0.0,0.0,1404.0,1.0,0.0,0.0,582.0066666666667,3.0,1031.2416666666666,6.0,793.1433333333334,6.0,0.0,0.0,699.27,3.0,797.815,2.0,364.935,2.0,1881.7,1.0,1047.69,4.0,566.82,1.0,568.77,1.0,266.685,2.0
NLTQNN,0.0,0.0,0.0,0.0,0.0,0.0,4488.0,1.0,2711.0,1.0,0.0,0.0,12271.0,1.0,3257.0,1.0,0.0,0.0,0.0,0.0,8597.0,1.0,0.0,0.0,5167.0,1.0,1055.2857142857142,7.0,889.2427272727274,11.0,720.027857142857,14.0,583.705,6.0,479.525,4.0,1198.4720000000002,5.0,837.7533333333334,6.0,904.8050000000001,4.0,994.2777777777778,9.0,1188.69,8.0,645.2216666666667,6.0,1140.4871428571428,7.0,600.1283333333333,6.0
ANFCSY,337.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,766.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.0,1.0,1138.0,1.0,1394.0,1.0,393.6333333333334,6.0,324.195,4.0,561.1500000000001,2.0,412.71,2.0,513.275,2.0,0.0,0.0,63.9,1.0,1130.775,2.0,515.23,1.0,713.44,1.0,530.64,1.0,801.145,2.0,78.785,2.0
AGOONF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092.5,2.0,99.0,1.0,455.0,2.0,642.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.46666666666667,3.0,378.6,1.0,286.85,4.0,206.2,4.0,248.6175,8.0,398.94571428571436,7.0,291.135,8.0,210.02400000000003,10.0,251.46499999999997,4.0,252.69999999999996,3.0,414.16166666666663,6.0,380.7,1.0,0.0,0.0
TNRKLJ,0.0,0.0,0.0,0.0,0.0,0.0,194.0,1.0,248.5,2.0,179.0,1.0,599.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.0,1.0,0.0,0.0,981.7114285714285,7.0,259.6125,4.0,200.0425,8.0,617.4174999999999,4.0,1792.4,2.0,1524.71,2.0,830.985,4.0,1141.135,2.0,1197.8533333333332,3.0,709.8,2.0,1242.356,5.0,1681.665,2.0,2552.3633333333332,3.0
ELG2OH,0.0,0.0,0.0,0.0,1137.5,2.0,0.0,0.0,1646.5,2.0,1001.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219.0,1.0,1718.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1088.95,1.0,0.0,0.0,221.18,1.0,0.0,0.0,1190.36,1.0,0.0,0.0,1266.915,2.0,99.99,1.0
E4CBU5,619.5,2.0,0.0,0.0,276.0,2.0,1295.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2818.0,1.0,305.75,7.0,336.305,4.0,227.05500000000004,6.0,584.965,2.0,1196.6200000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787.315,4.0
7OGDSG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4657.0,1.0,2364.0,2.0,838.0,1.0,1183.0,2.0,0.0,0.0,305.79749999999996,12.0,510.21999999999997,9.0,352.75,8.0,353.237,10.0,417.69500000000005,8.0,656.7099999999999,9.0,336.99285714285713,7.0,121.77499999999999,8.0,115.73333333333333,6.0,429.4,1.0,700.554,5.0,129.9,3.0,129.9,5.0
E4UT0J,0.0,0.0,0.0,0.0,369.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3590.0,1.0,0.0,0.0,4832.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,2.0,0.0,0.0,0.0,0.0,971.14,4.0,1034.175,2.0,931.77,2.0,976.4633333333335,3.0,1819.4650000000001,2.0,2246.7,2.0,0.0,0.0,551.01,3.0,756.1816666666665,6.0,799.82,1.0,1845.96,3.0
ELQFAM,0.0,0.0,0.0,0.0,2408.0,1.0,849.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.962,5.0,568.96,2.0,0.0,0.0,471.775,4.0,216.82333333333335,3.0,238.78,1.0,207.315,2.0,145.4,1.0,327.89000000000004,5.0,174.99,1.0,537.7366666666667,6.0
8CDCXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5341.333333333333,3.0,2080.6666666666665,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.07,4.0,294.8775,4.0,0.0,0.0,502.59999999999997,3.0,84.25,2.0,365.07,1.0,35.83,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.0,1.0,0.0,0.0
ELK95U,0.0,0.0,0.0,0.0,0.0,0.0,799.5,2.0,1806.0,1.0,263.0,1.0,0.0,0.0,221.0,1.0,0.0,0.0,0.0,0.0,1452.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.1166666666667,3.0,183.53750000000002,4.0,291.56,3.0,374.57500000000005,2.0,340.77250000000004,4.0,996.5333333333333,3.0,2654.11,6.0,1967.4833333333333,3.0,912.835,2.0,683.39,1.0,0.0,0.0
MXSDCY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,1.0,368.0,2.0,1002.0,1.0,0.0,0.0,0.0,0.0,499.0,1.0,0.0,0.0,0.0,0.0,625.0,1.0,434.65999999999997,2.0,0.0,0.0,0.0,0.0,228.29666666666665,3.0,50.0,1.0,137.055,2.0,141.0,1.0,443.28999999999996,2.0,740.42,2.0,134.19750000000002,4.0,236.76,6.0,0.0,0.0,201.2775,4.0
ELR9IX,112.0,1.0,0.0,0.0,81.0,1.0,237.0,1.0,162.0,1.0,0.0,0.0,241.0,1.0,0.0,0.0,0.0,0.0,310.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,210.66833333333332,6.0,177.6775,4.0,249.05599999999998,5.0,283.425,2.0,159.50333333333336,6.0,213.6977777777778,9.0,518.1133333333333,3.0,357.52250000000004,4.0,328.53,3.0,283.4425,4.0,502.59,2.0,234.42333333333332,3.0,288.35,5.0
EERCUV,0.0,0.0,2318.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1198.0,1.0,349.0,1.0,0.0,0.0,0.0,0.0,165.0,1.0,1248.0,2.0,0.0,0.0,983.2275000000001,4.0,164.975,2.0,0.0,0.0,1040.605,2.0,1197.72,3.0,1863.49,1.0,797.3439999999999,5.0,1133.822,5.0,2701.306666666667,3.0,1246.0928571428572,7.0,519.9200000000001,2.0,1451.6885714285713,7.0,1051.9083333333333,6.0
NTNMLT,0.0,0.0,0.0,0.0,2288.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1124.0,1.0,0.0,0.0,1656.5,2.0,0.0,0.0,0.0,0.0,2262.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1453.9733333333334,3.0,0.0,0.0,0.0,0.0,1402.595,2.0,871.2,1.0,1198.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,787.25,1.0,0.0,0.0
E4SK8O,3165.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.0,1.0,1543.0,1.0,700.0,1.0,0.0,0.0,0.0,0.0,1694.0,1.0,0.0,0.0,1836.0,1.0,358.26666666666665,3.0,0.0,0.0,489.89,2.0,0.0,0.0,0.0,0.0,292.0,1.0,371.49666666666667,3.0,502.0,1.0,338.4,1.0,2052.0950000000003,2.0,417.975,2.0,0.0,0.0,278.0,1.0
1CNNDN,1335.0,1.0,708.0,1.0,1721.0,1.0,0.0,0.0,3021.0,1.0,0.0,0.0,0.0,0.0,1989.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1984.0,1.0,0.0,0.0,818.5775,4.0,1252.86,2.0,1175.0633333333333,3.0,928.066,5.0,1180.05,2.0,1306.31,2.0,2317.66,1.0,1223.6133333333335,3.0,706.2974999999999,4.0,740.4600000000002,4.0,627.9933333333333,6.0,2532.4,1.0,975.5600000000001,3.0
0DSDHO,0.0,0.0,0.0,0.0,2958.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3554.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1122.0,1.0,1326.5,2.0,0.0,0.0,3031.0249999999996,2.0,515.34,1.0,854.0,1.0,0.0,0.0,0.0,0.0,55.0,1.0,0.0,0.0,881.3,1.0,52.0,1.0,0.0,0.0,52.0,1.0,164.4,3.0
INCFSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,1.0,94.0,3.0,0.0,0.0,137.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,1.0,196.0,1.0,218.69,7.0,118.74000000000001,4.0,100.99000000000001,2.0,131.62333333333333,3.0,106.876,5.0,117.55999999999999,5.0,99.15571428571427,7.0,116.73222222222222,9.0,152.51666666666665,3.0,118.44454545454546,11.0,131.83428571428573,7.0,146.13714285714283,7.0
TTNTJN,0.0,0.0,10586.0,1.0,16270.0,1.0,0.0,0.0,8322.0,1.0,0.0,0.0,0.0,0.0,12786.0,1.0,0.0,0.0,12463.0,1.0,16566.0,1.0,0.0,0.0,0.0,0.0,271.0,2.0,1061.0,2.0,0.0,0.0,754.15,2.0,888.9866666666667,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1410.13,2.0,0.0,0.0,0.0,0.0,0.0,0.0,918.95,2.0
MILINM,0.0,0.0,831.5,2.0,179.0,1.0,536.0,1.0,0.0,0.0,0.0,0.0,1613.0,1.0,269.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2236.5480000000002,5.0,396.46333333333337,3.0,1105.9425,4.0,889.0485714285714,7.0,1575.5466666666664,3.0,2059.5016666666666,6.0,958.7533333333334,3.0,716.2633333333333,6.0,973.4300000000001,4.0,657.4525000000001,4.0,848.3866666666668,3.0,1758.5499999999997,4.0,3145.5019999999995,5.0
E4ADET,0.0,0.0,133.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137.0,1.0,0.0,0.0,422.0,3.0,271.0,1.0,156.4,4.0,53.1,3.0,135.0,1.0,273.87,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.32666666666667,3.0,0.0,0.0,450.115,2.0,0.0,0.0
EL098Q,1816.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.0,2.0,0.0,0.0,172.0,1.0,0.0,0.0,1033.0,1.0,875.1266666666667,3.0,86.48,1.0,189.79999999999998,3.0,477.1,2.0,481.8,1.0,305.795,4.0,519.63,1.0,512.5,2.0,658.855,2.0,396.0233333333333,3.0,0.0,0.0,2105.47,1.0,638.534,5.0
ELUJKP,0.0,0.0,541.0,1.0,0.0,0.0,410.0,1.0,0.0,0.0,0.0,0.0,1173.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,482.0,1.0,0.0,0.0,270.0,1.0,896.9683333333331,6.0,1117.9879999999998,5.0,485.046,10.0,758.585,4.0,550.9918181818181,11.0,779.9550000000002,8.0,410.69714285714286,7.0,711.8266666666667,3.0,438.24666666666667,6.0,567.829090909091,11.0,357.25666666666666,9.0,795.2055555555556,9.0,626.5644444444445,9.0
LPQIML,1270.0,1.0,1819.0,2.0,0.0,0.0,1685.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,1.0,0.0,0.0,1136.0,1.0,0.0,0.0,1446.2699999999998,3.0,1791.05,1.0,954.4350000000001,4.0,1704.93,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.8966666666667,3.0,0.0,0.0,0.0,0.0,876.56,1.0,0.0,0.0
QTMMKK,0.0,0.0,0.0,0.0,0.0,0.0,4175.0,1.0,0.0,0.0,789.0,1.0,0.0,0.0,2902.0,1.0,3485.0,1.0,1664.0,1.0,1216.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1355.69,1.0,118.0,1.0,0.0,0.0,0.0,0.0,1722.4,1.0,0.0,0.0,0.0,0.0,533.0,1.0,1643.0,1.0,678.5066666666667,3.0,1278.34,1.0,0.0,0.0
JNQIIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6458.0,2.0,11568.0,1.0,295.5,2.0,7914.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5205.18,2.0,7886.325,2.0,3346.48,1.0,0.0,0.0,0.0,0.0,4812.38,1.0,5459.27,1.0,5637.813333333333,3.0,3271.43,2.0
EEZTTG,0.0,0.0,0.0,0.0,425.0,1.0,554.5,2.0,0.0,0.0,942.0,1.0,280.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,566.0,1.0,0.0,0.0,0.0,0.0,210.545,4.0,179.11,4.0,571.2171428571429,7.0,775.685,2.0,414.448,5.0,527.33,7.0,256.2685714285714,7.0,361.44124999999997,8.0,451.5525,8.0,959.6533333333333,3.0,724.835,2.0,336.205,2.0,442.79833333333335,6.0
EEPXVZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,1.0,453.0,1.0,0.0,0.0,0.0,0.0,1257.0,1.0,1434.0,1.0,0.0,0.0,4199.5,2.0,0.0,0.0,1265.5900000000001,2.0,314.57666666666665,3.0,489.04999999999995,2.0,794.1428571428571,7.0,874.6,8.0,1427.6750000000002,4.0,401.90333333333336,6.0,529.1342857142856,7.0,926.9885714285716,7.0,1099.3419999999999,5.0,279.77000000000004,7.0,791.2280000000001,5.0
8CCFCX,0.0,0.0,1536.0,1.0,593.0,1.0,0.0,0.0,1909.0,1.0,0.0,0.0,0.0,0.0,2300.0,1.0,0.0,0.0,933.0,1.0,0.0,0.0,1349.0,1.0,0.0,0.0,267.65,4.0,332.3875,4.0,1134.6083333333333,6.0,0.0,0.0,170.5225,4.0,770.425,4.0,432.9625,4.0,221.33,2.0,528.1366666666667,3.0,374.60400000000004,5.0,281.5725,4.0,0.0,0.0,302.935,2.0
ELFXAS,0.0,0.0,1448.0,1.0,0.0,0.0,2667.0,1.0,0.0,0.0,0.0,0.0,2660.0,1.0,0.0,0.0,0.0,0.0,1614.5,2.0,249.0,1.0,0.0,0.0,0.0,0.0,729.3599999999999,2.0,426.99,3.0,1073.22,1.0,2498.45,1.0,539.1466666666666,3.0,941.6433333333333,3.0,432.985,4.0,1131.7549999999999,2.0,656.7466666666667,3.0,504.52,2.0,1403.0466666666664,3.0,630.8233333333333,3.0,651.38,3.0
QLMTKJ,699.0,1.0,0.0,0.0,0.0,0.0,1539.0,1.0,1961.0,1.0,0.0,0.0,0.0,0.0,860.0,1.0,0.0,0.0,1132.0,1.0,0.0,0.0,1931.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,743.11,1.0,999.9,1.0,0.0,0.0,0.0,0.0,58.0,1.0,112.52,1.0,254.95,1.0,822.2766666666666,3.0,490.27,1.0,196.13,2.0,400.005,2.0
EELNMX,0.0,0.0,2315.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1179.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2135.0,2.0,0.0,0.0,2029.0,1.0,243.0,1.0,148.5,2.0,816.89,3.0,84.0,2.0,1013.0250000000001,2.0,0.0,0.0,753.9300000000001,2.0,1462.8,1.0,1041.38,1.0,0.0,0.0,0.0,0.0,1220.91,1.0,979.52,1.0,999.0,1.0
6SGSCO,0.0,0.0,6717.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5324.0,1.0,0.0,0.0,7360.0,1.0,6100.0,1.0,0.0,0.0,2439.5,2.0,4043.515,2.0,1791.89,1.0,1562.165,2.0,4553.083333333333,3.0,4387.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2319.11,2.0,0.0,0.0,224.86,2.0,1759.8066666666666,3.0,2917.0,1.0
ELCRGY,3097.5,2.0,0.0,0.0,1972.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2357.0,1.0,1387.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4032.0,1.0,344.855,4.0,166.73000000000002,2.0,343.68,1.0,989.52,1.0,0.0,0.0,0.0,0.0,234.35333333333332,3.0,118.0,1.0,593.58,1.0,204.08,2.0,0.0,0.0,0.0,0.0,75.035,2.0
IQKJMP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1299.0,1.0,0.0,0.0,377.0,1.0,634.0,3.0,0.0,0.0,951.0,1.0,0.0,0.0,119.0,1.0,1774.43,1.0,624.6600000000001,2.0,301.82,2.0,55.144999999999996,2.0,1239.155,2.0,290.79333333333335,3.0,811.1766666666667,3.0,577.1959999999999,5.0,415.4266666666667,3.0,0.0,0.0,269.4625,4.0
KJKMLI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1810.5,2.0,3646.0,1.0,0.0,0.0,3066.0,1.0,2628.0,1.0,0.0,0.0,3530.0,1.0,1303.595,2.0,334.56,3.0,11124.5,1.0,0.0,0.0,0.0,0.0,1327.8,1.0,551.21,3.0,563.9266666666666,3.0,364.6275,4.0,975.6720000000001,5.0,497.7133333333333,3.0,487.53333333333336,3.0,741.56,2.0
MLINPJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.0,2.0,424.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1377.0,1.0,0.0,0.0,1940.0,2.0,271.955,2.0,271.45,2.0,74.86500000000001,4.0,484.1266666666666,6.0,202.096,5.0,458.23,2.0,731.5233333333334,3.0,1290.27,1.0,753.3000000000001,3.0,296.4,2.0,704.4433333333333,3.0,0.0,0.0,255.16,1.0
ELXO7K,521.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,2.0,0.0,0.0,259.0,1.0,686.0,1.0,0.0,0.0,0.0,0.0,199.0,1.0,400.72,5.0,0.0,0.0,191.0381818181818,11.0,250.58999999999997,2.0,267.81,4.0,138.10999999999999,3.0,0.0,0.0,387.72999999999996,10.0,470.3016666666667,6.0,144.04799999999997,5.0,159.28,3.0,403.57166666666666,6.0,444.56666666666666,3.0
EE105V,1072.0,1.0,0.0,0.0,0.0,0.0,235.0,1.0,412.0,1.0,281.0,1.0,203.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,1.0,0.0,0.0,0.0,0.0,329.475,2.0,342.93,3.0,318.83000000000004,2.0,279.91499999999996,2.0,375.16,1.0,251.315,2.0,309.21333333333337,3.0,640.7677777777777,9.0,532.8783333333333,6.0,672.786,5.0,998.9739999999999,5.0,1655.4900000000002,4.0,755.3087499999999,8.0
ELES2T,0.0,0.0,0.0,0.0,5152.0,1.0,0.0,0.0,0.0,0.0,5745.5,2.0,9150.0,1.0,0.0,0.0,6655.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5625.0,1.0,2185.45,4.0,2810.42,4.0,957.1525,4.0,1712.8500000000001,4.0,1150.6025,4.0,1841.565,2.0,2584.4925,4.0,2244.236666666666,6.0,4476.97,1.0,1370.4085714285716,7.0,2838.5066666666667,3.0,5503.17,2.0,0.0,0.0
EL2SF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109.0,1.0,0.0,0.0,501.0,1.0,940.5,2.0,946.0,1.0,0.0,0.0,0.0,0.0,117.0,1.0,0.0,0.0,538.1314285714286,7.0,504.45454545454544,11.0,420.49399999999997,10.0,605.7742857142856,7.0,634.4483333333334,6.0,397.9211111111111,9.0,583.1444444444444,9.0,540.96875,8.0,347.78444444444443,9.0,775.1569999999999,10.0,426.92999999999995,4.0,356.2366666666666,9.0,434.416,5.0
2YDHOH,1159.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,902.0,1.0,957.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,889.0,1.0,1071.0,1.0,626.0,1.0,461.8733333333333,3.0,2366.88,1.0,886.89,2.0,1102.7524999999998,4.0,0.0,0.0,349.47999999999996,3.0,1086.5,4.0,1188.1,1.0,0.0,0.0,370.3,1.0,749.946,5.0,1065.1675,4.0,97.0,1.0
LPTKKT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1807.5,2.0,2828.5,2.0,2129.5,2.0,341.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,1.0,559.7725,4.0,693.07375,8.0,647.63,3.0,0.0,0.0,322.0,1.0,70.0,1.0
